plant_id,plant_name,country,year,co2_emissions_tons,co2_captured_tons,energy_consumption_kwh,renewable_energy_percentage,revenue_usd,expenses_usd,biodiversity_impact_score,ecosystem_impact_area_ha,species_impacted,reforestation_area_ha,compliance_score,audit_count,women_in_leadership_percentage,investment_social_programs_usd,risk_category,risk_description,mitigation_plan,future_emission_projection_tons,paris_agreement_alignment_score
9d0588d9,Smith-Preston,Luxembourg,2017,1042.33,949.06,3658203.97,35.44,22515400.73,3366734.3,9.85,94.07,47,25.08,81.98,3,10.69,116394.5,Low,Yes nice head image than month national six.,Improve stuff agent success.,913.8,26.53
9c8e2b9a,Callahan-Freeman,Namibia,2019,2097.4,122.71,1820898.76,91.6,42363984.97,11919884.84,4.74,43.81,39,90.24,92.24,5,30.54,71212.65,Medium,Blue want north which.,Notice direction sometimes service number.,407.52,58.2
112543bc,Scott PLC,France,2023,3530.63,825.0,785451.94,84.63,42725671.82,10681115.39,1.97,62.39,46,66.38,82.22,2,11.02,464633.87,Medium,Pick look although improve carry.,Truth some project wait rate least listen.,4649.63,8.13
f8c810c8,Calderon-Bishop,Mauritius,2018,1988.5,594.18,1100750.47,38.85,14086527.03,5504379.23,4.28,93.29,14,54.32,87.73,1,44.51,377902.57,High,Bed position show offer feeling move control.,Value look single maintain.,3303.77,84.23
9559a152,Russell Inc,Seychelles,2023,3398.79,648.09,3586528.95,40.06,15316830.88,14594476.03,6.19,56.12,40,2.58,95.77,3,23.66,31941.53,Low,Spend hotel those group race.,Side difficult inside specific moment.,1736.05,47.63
32b040c4,Richardson-Davis,Niue,2020,1494.21,825.23,4688529.96,10.72,37605684.79,4929204.52,7.96,99.8,2,32.8,85.54,4,34.04,268028.06,Medium,Kind dark whose benefit.,Argue place trial garden charge.,1123.25,20.92
c0252ad8,"Martinez, Webster and Smith",Bouvet Island (Bouvetoya),2023,4718.71,752.53,338280.49,33.16,9403496.2,15499832.4,5.36,96.86,0,98.7,96.11,1,25.91,277327.84,Low,Picture try herself still head tonight evening chair.,Image finish use suggest name.,4176.42,83.29
8f2f2ae5,Bishop-Manning,Albania,2018,3894.01,191.29,4147497.67,68.47,25229857.81,4309487.56,6.12,33.88,33,10.39,92.97,2,26.53,247523.64,High,Method least recent clear nation.,Research small everyone and early ready.,1594.17,29.35
8caab4fe,Wood-Ortiz,Sierra Leone,2018,4698.22,72.9,4853966.53,92.59,2490867.23,5649733.66,4.82,93.28,41,29.42,78.91,1,18.25,18094.73,Medium,Human quickly floor after indicate listen soon.,Seek similar here.,2636.61,17.02
0d16a83a,Smith LLC,Trinidad and Tobago,2017,3176.1,363.53,1964120.05,17.97,34747166.81,4583377.33,5.15,69.42,50,7.7,97.25,4,28.71,263610.06,High,Hotel up beyond wall serve myself finish east.,Party left recent measure south law.,4145.56,56.89
5537edfa,Chen-Parker,Iraq,2021,1234.64,745.8,4693082.74,42.07,2327200.11,18804980.82,5.25,88.58,13,46.5,97.83,3,22.14,188154.81,Low,However country lawyer card situation agreement view.,Increase pay sell support season rather relate.,2776.27,63.81
fd071165,Nguyen Ltd,Togo,2022,4130.81,432.19,1821143.24,92.16,22859073.45,10882312.24,6.32,73.09,46,18.43,73.33,4,36.5,212490.41,Low,Question fish at head hear.,Quite American tell guess entire deep subject.,2735.11,54.98
059b350f,Watkins and Sons,Western Sahara,2016,1517.74,544.41,4314417.43,20.34,47704479.24,7958449.66,5.02,29.3,5,45.18,77.84,4,45.58,164824.44,Medium,Part often now open.,Drop believe if official wind trade.,4050.12,90.92
7f4341f7,"Gilbert, Alvarez and Velasquez",Fiji,2016,2663.92,735.18,1746780.69,21.48,14050375.14,2212319.93,4.65,82.95,5,33.48,83.95,4,10.41,328682.76,High,Arm entire story order.,Smile doctor series cost say.,3647.17,78.5
1f941f5f,Lucas-Woods,Guernsey,2018,1086.51,774.2,162462.75,24.01,27762382.75,4100857.69,1.47,42.97,42,21.61,94.77,1,49.57,113661.19,Low,Project statement free age security.,Throw gas white wide account paper.,4669.8,27.99
c03c07e2,Graham-Hawkins,Uganda,2019,4907.76,112.45,4654461.75,24.57,6209947.54,14674411.35,1.41,72.2,42,76.68,90.02,5,23.95,189456.58,Low,Bank call never thing compare life.,Teach science although in quality indeed.,4127.45,76.93
665bc885,Hernandez-Davies,United States of America,2023,1623.61,967.86,3276175.55,63.96,44033002.65,7726845.56,7.88,30.65,40,73.71,96.09,4,17.85,130585.55,Low,Realize clear arrive any reach.,Statement medical despite thought this you small husband.,3033.76,44.43
fa5262a9,"Young, Wang and Lang",Martinique,2017,2070.75,421.06,2259465.94,97.53,9245510.17,15840586.22,6.86,23.64,3,72.96,88.46,2,29.04,272717.89,Medium,Sport summer mean least home political form door.,Think glass professional best.,2681.73,66.82
e8cb94b7,Reese-Wright,Guinea-Bissau,2019,2478.0,964.07,3609742.2,66.85,13792901.49,3261179.63,9.01,46.54,47,30.44,74.93,2,12.98,196381.72,Medium,Become case ball pretty yeah spring.,Through current series finally after speech.,4651.21,23.64
a93d35ca,Mosley PLC,Luxembourg,2023,3945.39,754.08,1697846.11,39.42,5172647.3,12446327.33,5.92,16.75,43,12.86,70.83,2,27.21,492674.02,High,May close hard federal.,To himself over ever modern government notice.,2881.15,17.36
bb31cfef,"Jones, Barrett and Ewing",Svalbard & Jan Mayen Islands,2022,1953.53,675.27,3010059.88,18.98,25124747.49,9634996.68,7.35,79.32,38,29.22,94.0,1,41.56,469764.78,High,See last challenge law a important position.,Decide voice summer.,2545.06,33.56
bbbd7379,Barron PLC,Estonia,2020,3737.23,139.53,2645320.6,54.79,44033424.36,13468432.13,8.64,98.09,8,2.98,82.03,5,21.09,149330.32,High,Food also individual personal nearly model impact.,Full role training call eight growth process.,1437.35,46.96
50c38797,Herrera PLC,Bangladesh,2019,1816.6,779.27,4109118.0,35.92,26833665.31,2946735.37,6.71,89.04,0,36.43,97.3,5,35.66,123590.78,Medium,Treat off article tend participant whole.,Energy public hospital raise so cut operation physical.,4643.8,77.91
a223014b,Nelson PLC,Armenia,2020,1789.25,900.15,1157669.7,52.05,7363588.92,7665690.49,4.1,26.06,43,64.38,82.86,5,28.13,33063.83,Medium,Policy piece green particular.,Theory hard time give.,3312.29,24.08
478b2dfa,Jackson-Watson,United States of America,2021,2019.17,658.82,3316866.97,90.83,33986360.13,6812121.25,1.15,97.63,25,34.5,72.21,1,25.99,181148.36,Medium,Official offer owner democratic develop keep.,Western or art everyone Democrat occur.,757.14,87.07
a509c022,Cameron-Ayala,Cook Islands,2015,2826.36,291.64,1425489.6,27.34,47166819.02,18307431.08,2.7,30.58,40,46.34,76.3,2,49.93,95423.59,High,Participant nearly sometimes baby mouth theory arrive.,Entire chair station control future hour.,2128.3,98.88
dda93e66,Pierce-Wright,Yemen,2020,709.86,89.68,2610539.27,95.28,14372412.88,19137472.08,7.1,30.76,16,29.4,94.8,1,26.21,71487.4,Medium,City next serious he maybe interesting health herself.,Include home later start.,2574.79,40.14
8cc14112,Lutz PLC,Albania,2022,2727.15,481.87,2029757.28,92.1,1395881.59,4318944.55,9.37,59.27,9,81.01,99.57,5,18.72,383738.52,Low,Drug education short staff.,Certain heart easy approach.,3247.27,73.17
150af9f6,"Smith, Moore and Ross",Saint Martin,2017,2834.8,493.31,3059699.67,83.58,34322610.97,13314608.31,2.97,63.95,40,17.06,86.61,2,41.54,275614.37,High,Health player water all.,North part before sort.,4744.98,27.48
4d2366e9,Sloan-Preston,Armenia,2016,4692.56,119.36,3460536.1,99.08,13454705.72,16540039.59,7.58,77.9,49,19.15,93.8,2,40.55,232254.61,Low,Know letter five stuff blue example.,Everyone wide soon physical.,1050.43,32.47
64dd6c49,"Douglas, Young and Weaver",Hong Kong,2018,639.23,689.25,4850056.31,68.78,28919991.94,5693365.12,5.72,63.34,41,43.35,70.51,3,38.28,57900.75,Low,Section serious identify laugh.,His owner few hospital.,1630.28,78.12
cc5540c8,"Gutierrez, Jones and Snow",Saint Lucia,2018,1724.25,269.07,1515495.55,37.38,46152293.62,9224569.49,6.27,57.52,10,87.63,77.65,3,13.5,267911.89,Low,Happen miss her.,Trial current these expect step.,1297.72,50.09
18772542,Cooper-Carroll,Bhutan,2020,521.96,452.92,664851.74,50.98,14039379.66,3441754.1,4.99,37.49,38,29.54,88.27,5,32.8,242653.56,Low,Some store unit.,Line speak wish break for though.,740.99,80.87
55491d55,"Young, Cortez and Walters",South Georgia and the South Sandwich Islands,2021,1709.22,112.5,1393167.89,22.23,46136210.71,4116926.79,9.33,99.83,47,65.47,88.14,5,31.08,214616.04,Medium,Message growth develop happen financial early travel he.,Chair real deal hope why computer.,1924.16,98.4
a5f64f72,Miller PLC,Barbados,2023,3552.26,685.87,598353.16,48.28,8261581.39,17415248.35,1.11,25.8,18,81.18,92.63,3,11.63,265419.51,Low,Notice arm force rule from for compare.,Call purpose much positive.,1404.6,16.61
32113f3e,Mcknight-Santiago,Iceland,2017,3050.71,63.69,3123937.94,51.3,37196973.44,2495111.16,9.09,27.38,38,55.53,78.34,5,40.09,290736.0,High,Act book history.,Wear team along avoid.,2397.77,29.13
017091fc,"Ramirez, Stanley and Richard",Belize,2022,3220.11,288.25,4543035.74,58.87,27928956.77,19373175.34,1.37,75.65,12,15.72,81.07,3,49.28,119858.45,High,Wall difficult check usually worry.,Raise involve even able reason late.,1283.85,11.78
8b95bbf3,Sullivan-Farley,Cayman Islands,2022,1940.02,908.85,4679976.11,34.68,23083577.49,14552115.45,9.45,76.25,2,59.25,82.72,1,14.8,255866.48,Low,Real ago space.,Take whether water will into true prepare.,4165.28,54.06
187fbdb2,"Cooper, Hurley and Peck",Togo,2023,4102.44,772.0,2312662.69,53.96,6441774.08,15663345.56,8.51,20.19,29,90.9,89.8,5,11.71,113675.6,Medium,Production measure option and it between.,North offer effect include learn anyone.,1104.66,40.2
82f79dac,"Bond, Jensen and Ramos",Qatar,2023,4628.0,940.78,1235810.53,42.65,1560590.98,4260637.69,8.29,83.74,16,43.39,97.52,1,34.86,440112.45,Medium,Clearly too see professor.,Production high pass north beat decision claim.,4244.41,56.11
c3fb785a,Fields PLC,Bermuda,2018,3289.14,273.12,2891383.19,65.45,35050946.07,11259934.18,1.57,91.44,5,26.85,94.69,2,39.1,91808.89,High,Leave remember window.,Bag fund seek beyond lawyer leader environment.,1117.37,63.81
c916cf84,Anthony-Gould,Guatemala,2015,4131.73,908.42,1308983.57,39.34,14118633.67,1911690.63,9.78,92.76,27,14.65,78.08,2,49.29,453217.35,Medium,Light science many imagine help outside.,Democrat relationship door choose age cold next.,1254.27,52.16
e16b3b6c,Moore-Thomas,Moldova,2015,1601.65,547.53,2235506.17,76.43,41777174.06,2815015.41,7.91,7.28,0,68.08,84.86,3,47.69,261016.59,Low,On fill each.,Water my instead data.,2459.02,74.93
0b6a9946,"Robbins, Neal and Jones",Peru,2015,2975.99,848.61,2117343.96,65.29,10465937.38,9756053.34,3.18,53.8,7,93.95,86.05,1,33.29,436567.9,High,Sell crime tend plant to suggest avoid.,Serious wall firm certain.,3308.46,92.17
e09a671f,Dawson-Park,Bermuda,2022,4386.95,240.48,2808820.15,95.07,40439868.55,1403045.93,4.93,64.01,46,49.22,74.9,1,33.52,84998.43,Low,Personal class street painting soon none.,Idea character model up agent.,2348.55,73.93
3a0dd4fa,Williams LLC,Faroe Islands,2018,2118.86,460.66,1776567.29,27.06,33400169.67,11292424.67,2.93,52.73,21,65.57,80.83,2,44.67,261324.87,High,Various first community.,Check car include scientist.,1328.83,27.71
5acbaae3,"Price, Hunter and Castaneda",Costa Rica,2021,4896.39,282.23,4812585.61,99.56,29529226.76,6334992.45,8.83,77.08,42,22.23,75.65,3,19.43,165179.65,High,Perhaps financial across money into.,Box American heart concern.,4197.35,69.8
27f4e0eb,Hall-Moody,Venezuela,2017,707.23,263.09,585843.61,44.45,7278899.74,10290125.32,6.63,24.91,46,21.2,87.56,1,42.45,306146.71,Medium,Important increase enough group the.,Cup car knowledge summer through company great.,4735.29,6.28
48777621,Romero Inc,Hong Kong,2017,2498.17,669.02,360089.31,70.14,19583961.44,16635022.56,9.32,84.32,44,96.03,91.21,2,37.49,23741.0,Low,Interest them continue rather.,Could range every official seek security.,1318.96,55.81
cb70c9da,Larson-Huang,Cook Islands,2019,1424.39,800.91,3750244.23,33.91,19572246.45,19432607.29,3.2,19.79,46,42.53,80.91,5,35.62,377062.95,High,Produce result according answer.,Someone sense view democratic.,1222.77,92.13
bab3f466,Rose-Palmer,Cameroon,2023,2568.13,587.66,3973149.2,30.24,9369710.79,19233646.86,9.51,25.22,49,45.25,98.62,4,43.37,440557.03,Medium,Return bill billion would catch.,Fight kid cell again second whether pattern.,3137.14,78.77
132d57cf,"Blake, Miranda and Allen",India,2022,3558.22,825.26,3561276.85,27.51,8201793.83,10143990.77,4.0,38.04,18,13.7,75.95,4,22.65,456357.73,Low,Standard born us particularly book add trade.,Control rate eat peace.,1465.79,16.17
c2d670fc,"Massey, Campbell and Jackson",Reunion,2017,933.91,104.86,2459394.33,69.21,44760653.16,18626860.86,5.7,52.72,9,5.67,99.31,3,21.98,175722.55,Low,While likely worker get various cultural.,Then act know project page friend fly.,1003.54,71.56
dbc574b1,"Contreras, Manning and Bradshaw",Ethiopia,2015,2168.35,650.99,551559.11,69.62,33763888.26,19523156.53,8.76,4.45,37,76.27,72.24,4,29.92,422698.8,Low,Believe government church carry edge fall send.,Offer grow focus dream contain citizen meet.,3145.31,98.05
d6d79dff,Brown Inc,Heard Island and McDonald Islands,2015,4197.02,313.78,3041020.08,40.7,42898392.59,14081467.75,2.62,79.65,16,4.49,97.21,1,45.13,437360.41,Medium,Through other share though buy away about.,Realize unit time hit board.,2873.34,82.92
4e4d441c,Miller and Sons,Antarctica (the territory South of 60 deg S),2021,4407.46,455.18,526981.41,78.61,36083483.45,12621990.02,3.67,72.43,45,45.67,86.4,2,30.1,428803.19,Low,Drop when seek soon.,Natural system detail threat ability if recently model.,1323.13,1.26
e08e507a,Lynn-Mason,Rwanda,2018,1580.53,891.53,3346100.94,67.71,15805274.69,19526988.94,3.54,75.3,43,83.93,76.54,3,31.22,41112.52,High,Others like one task.,Example interest official.,833.25,32.51
6d35b119,Mack-Glass,Bouvet Island (Bouvetoya),2017,3970.73,905.45,3433565.32,23.06,16495601.01,10927912.33,1.2,54.35,31,86.18,78.97,2,25.26,418159.21,Medium,Series together no.,Seven environment however condition believe.,3442.95,12.05
bf0a11e9,Sullivan-Baxter,Cuba,2021,1403.04,433.69,1493942.37,14.8,46835024.84,6316147.41,1.6,12.73,28,35.69,85.56,2,49.85,200886.31,Low,Scene cause run benefit professor.,Ball positive drug area father economy again.,3296.0,58.31
4a0f50ee,Kirk-Woods,Bulgaria,2016,1342.64,517.89,2152073.03,68.27,12859029.75,14414075.48,3.45,79.79,6,46.76,99.53,3,24.32,441510.85,High,Learn draw peace only everything walk instead.,Already board news.,3151.25,8.86
f41c0087,Barrett-Burns,Nigeria,2021,652.54,367.06,190317.2,34.39,24108039.71,13818455.5,4.52,55.93,45,33.77,89.39,2,15.85,291583.04,High,Kind trouble month since become production.,Much nor a doctor beyond think.,3395.77,84.13
cf7d703f,Mann Ltd,Congo,2021,4202.52,668.81,2905684.34,99.14,8954593.84,4716464.23,3.35,14.38,11,23.56,84.22,3,20.66,460189.32,Medium,In sister feeling director officer wish it.,Raise event never letter marriage.,3426.19,10.75
94e9cda1,Roberts LLC,Uganda,2021,3322.92,864.9,851885.32,41.44,49494486.4,8336431.44,4.81,61.01,40,73.48,87.1,2,27.74,381927.3,High,Relationship task collection can choice nothing seek.,This responsibility guy campaign trouble thank.,3805.73,43.99
1dbec1a1,Stone-Lam,Tokelau,2016,1548.72,740.29,3449365.39,90.22,42285734.64,16145699.53,5.52,64.68,17,92.21,71.91,4,19.93,209237.39,Medium,Expert reveal goal rule.,Successful some here list open poor address within.,1584.87,76.46
9ee591b2,Oneal LLC,Cuba,2019,702.6,999.39,1111068.96,51.12,11703000.07,19509849.47,8.01,18.72,24,50.5,84.59,1,40.96,462628.29,Medium,Air sit include almost.,Its already ability worry deal pattern class.,4501.22,89.54
374c3c3e,Davis-Melton,Lebanon,2021,832.61,227.96,136642.88,61.94,16606712.13,12776495.42,2.28,99.3,47,51.13,84.06,3,35.41,250430.76,Low,Part out use agent interesting church artist wonder.,Person ball doctor.,3502.95,92.64
ac842510,Thomas LLC,Hong Kong,2016,4398.6,896.4,3792041.12,66.84,48599076.67,2619312.91,5.75,22.11,48,38.11,87.13,2,11.61,369252.18,Low,Answer front policy section.,Million if old during time.,4640.41,0.85
576b2a8c,Saunders-Miller,Serbia,2022,3654.09,813.02,3052771.86,36.11,9711074.03,9610675.25,4.62,1.55,33,56.24,84.9,5,31.07,340456.69,High,Process mission plan a animal language.,Power this now campaign why.,2915.08,32.23
c92fec18,"Thomas, Howard and Higgins",United States Minor Outlying Islands,2016,940.56,752.72,1126608.86,92.28,29767654.95,6081330.83,8.99,5.51,30,91.13,79.73,1,14.52,62361.92,High,Deep common can now water.,Wish itself plan government fast tax development.,2153.59,40.45
448b9a0f,"Carter, Robinson and Blanchard",New Zealand,2020,2485.47,301.84,3368672.89,78.45,4475588.22,19695752.78,9.07,44.6,43,68.22,87.04,4,47.86,118159.09,Medium,Fast some open both but down.,Hospital institution minute same at tax.,1329.25,6.66
96dbb670,"Roberts, Greene and Moore",Ukraine,2018,1400.81,773.17,1501607.09,58.66,33893791.68,16398129.72,9.83,45.7,18,35.75,79.2,3,30.75,473027.12,Low,Gun bag change indeed.,Free near try her camera serve can.,2587.72,77.65
b087e5d9,"Robinson, Montoya and Roman",United States Virgin Islands,2023,3135.04,907.75,2423824.67,50.12,31960910.43,14133754.75,2.27,49.4,16,14.1,87.24,4,49.79,76626.62,Medium,Food reach technology natural.,Discuss crime goal eight field.,3132.3,3.14
8fae1d91,Hernandez-Rodriguez,Mozambique,2018,3398.05,153.84,2151077.23,94.43,22845421.25,6513068.41,8.91,2.92,1,85.73,81.44,1,25.55,100126.21,High,Best the me.,Everyone ten opportunity professor west top.,3533.99,77.43
ef158506,Harris Group,Uzbekistan,2015,3375.24,842.75,1854776.36,80.51,32780992.45,17564260.74,8.54,99.56,10,53.3,98.55,1,45.46,453096.9,Low,Human spring seem business animal various seven.,Capital good history politics one.,565.36,45.73
b0c64c68,Torres LLC,Guyana,2018,847.29,440.99,1279735.94,87.81,43839167.35,3510240.73,3.12,9.36,43,30.46,86.37,2,29.41,478756.65,Low,Mouth admit industry take maintain.,Mrs compare career hot.,1152.57,49.77
b6897fe3,"Mills, Avery and Thomas",Sri Lanka,2018,785.68,388.52,2228250.48,60.09,16270186.83,19738048.53,9.51,13.03,2,85.49,70.5,2,48.16,343362.0,High,Popular protect throw talk.,Manage green he including then community wonder.,2055.66,42.66
cd86a4e6,Carter-Sanchez,Reunion,2023,1375.96,394.27,1899091.26,12.2,13178824.43,5437992.07,7.24,34.4,34,24.23,98.15,1,14.87,227915.79,Low,Gun music power role.,Large natural last research history structure.,1502.6,48.17
8847fd50,Mcfarland-Jenkins,Bulgaria,2023,4032.95,988.19,3444616.22,27.54,21711525.85,19070474.77,1.54,68.75,15,23.41,91.51,4,26.35,333201.75,Low,Power send theory risk.,Ready ten act mission about.,1869.81,14.83
07ca581e,"Hodge, Patterson and Jones",Sri Lanka,2015,1012.36,750.02,3706744.74,18.18,20247650.35,13298959.99,6.27,98.28,47,79.93,95.79,5,46.83,37876.85,Low,Analysis simple garden choice.,Trip walk almost simple statement lay follow.,739.59,6.88
7e6818ce,"Edwards, Cook and Brady",Belarus,2020,3819.37,885.08,2648625.0,71.08,1403561.69,1632937.6,2.66,43.02,20,5.27,74.27,5,13.59,95447.74,Medium,Want myself another employee article myself test.,Ability through list car film remain.,2003.49,56.18
e1be8df7,"Ford, Carter and Harrington",Namibia,2018,1056.6,400.85,3954309.72,71.6,35866765.41,18274545.2,5.61,79.74,0,83.85,96.6,1,10.08,59639.95,Low,Fine firm value read.,Dream near choose society explain story senior.,2433.13,26.94
c34fd811,Patton LLC,Romania,2017,1891.49,269.04,140874.98,46.28,7290907.72,19711885.58,5.16,6.93,32,90.2,95.86,2,43.07,472646.67,Low,Hair follow account look brother how person phone.,Bed late usually effect.,3145.93,46.39
bda43163,Steele PLC,Guatemala,2019,4970.19,880.19,2343363.1,41.18,15539437.12,15668356.87,7.38,7.71,22,77.61,96.91,5,23.4,18049.87,Low,Name bit bar friend card.,National success five here.,3733.85,58.52
c74d6c15,Mcdonald-Mason,Israel,2020,4289.49,414.41,4566606.97,92.97,41422539.63,12612923.88,4.05,74.7,4,27.04,97.03,1,34.14,62197.41,Medium,Race plan property.,Camera evidence daughter office me well.,577.32,1.99
119f9377,Miranda-White,Ukraine,2019,2049.61,518.15,3540517.57,74.71,47543220.62,16734527.73,4.14,63.46,12,10.08,88.39,3,20.48,69848.8,High,Court management rather few gun weight population.,Pay theory far new stock.,681.02,94.61
aa87d15f,"Trujillo, Carter and Taylor",Mongolia,2020,998.84,297.95,3637489.05,31.62,11398101.85,18733627.28,2.23,65.9,47,76.62,80.44,5,46.81,487519.81,High,Less research according.,Answer third hair respond food fight.,2148.53,50.43
a71dec30,"Watkins, Gill and Harris",Myanmar,2017,2471.21,853.13,105405.94,19.46,5173744.3,14103515.97,9.74,73.51,46,25.98,85.36,1,26.99,209806.94,High,Instead last scene remain partner.,Live approach tell to education movement.,2538.57,77.9
ffe35b2a,Park Group,Seychelles,2019,1311.89,345.24,4124540.49,59.66,38824254.57,8445981.82,1.57,21.78,8,41.57,70.71,5,25.12,189240.25,Low,Event pull meet eight community today.,Should rest while interview by walk.,2954.76,46.81
91fca6d2,Herrera Ltd,Botswana,2018,955.45,878.79,3826576.47,62.7,33973218.63,13119109.1,4.35,79.1,15,5.24,93.7,5,21.81,22490.36,Medium,Individual possible raise toward others.,Where yard shake data soon.,3958.74,13.11
aa214a9a,Acosta-Rios,Brunei Darussalam,2017,3889.56,782.69,2876097.12,74.17,44674617.12,15536666.12,2.27,42.48,29,4.06,85.09,1,41.86,310098.42,High,Such either case need option.,Good everyone yet fine.,3855.07,63.44
ada1f6e0,Lopez-Schmitt,Holy See (Vatican City State),2017,1774.43,370.67,1700766.62,72.09,6310820.89,1074549.84,8.4,51.72,37,75.55,89.67,5,13.86,214516.27,Low,Guy just away like real have serve voice.,Front least add tell knowledge.,3023.14,86.32
25b1c8dd,Coleman Ltd,Ireland,2018,4732.09,865.74,722462.24,55.88,29729358.33,12070251.19,1.51,59.36,6,94.56,92.7,1,49.89,411201.24,High,Believe develop kitchen apply allow create professional.,Perform by nation onto crime.,3312.68,82.73
3b56969d,Johnson LLC,Pakistan,2017,3807.4,52.06,1601960.7,16.86,1943731.03,1181919.31,7.0,92.85,28,64.64,84.06,1,35.75,283345.1,Low,Young product clearly.,Star relate drop.,1877.48,85.43
168ea48e,Wright Inc,Sierra Leone,2023,2863.49,558.3,4529461.12,92.94,28560161.28,11264986.27,2.53,12.98,31,93.36,88.39,5,15.27,247703.82,High,Really risk call face purpose red.,Growth teacher important north.,2237.02,54.45
a6fff98f,"Parker, Garrison and Morris",Sudan,2023,3517.37,861.32,4348307.07,62.48,1110069.23,6132083.0,6.59,79.85,26,70.6,91.9,5,48.52,384134.36,Medium,Long personal deal tend view main.,Left full write analysis after keep guess.,3473.59,48.05
69136a23,Miranda and Sons,Wallis and Futuna,2022,3621.39,329.39,161398.73,56.57,36971699.7,14964746.68,4.11,87.33,3,90.13,78.22,1,22.39,104684.48,Medium,Approach amount rule cold energy identify race.,Glass technology kid cup far evidence.,3773.95,71.09
4458d161,"Franklin, Miller and Anderson",France,2015,4755.03,900.77,3871743.82,36.59,45592115.29,5336864.49,2.97,71.53,22,85.03,82.01,4,39.11,292679.65,Low,Choose might spring.,Eye sort second American him about project.,1703.53,10.51
51088126,"Rodriguez, Porter and Martin",Mauritius,2016,4018.63,569.52,2499181.18,49.89,26362949.11,8099074.13,3.61,18.34,16,22.76,85.24,3,44.4,76912.9,Medium,Model station wish single to camera.,Huge specific right explain.,494.64,74.51
99b22a69,Nelson-Bowers,Italy,2023,3630.08,571.71,4896350.38,44.34,18707270.81,19998520.4,5.56,90.41,45,31.11,77.57,4,30.24,277168.45,Low,Nature can note another quality leg foreign.,Effort instead remember standard opportunity.,4013.68,11.51
549d058d,"Tran, Harrington and Hernandez",Ireland,2016,740.83,720.51,665996.9,44.67,7815689.79,6454764.54,1.69,18.86,29,82.15,85.4,5,30.35,69546.08,Medium,Manage civil item against up would necessary.,Sense save time tell local.,2229.38,26.52
3d665067,"Lambert, Williams and Herrera",Canada,2022,3701.69,631.19,3734168.34,58.83,13365623.29,4645884.13,2.51,58.89,26,94.84,70.46,5,16.62,159257.01,Medium,Third reason during.,Long certainly blood team environmental.,4015.37,80.92
78472b2b,"Alvarado, Mills and Branch",Tunisia,2022,2422.62,116.88,3243662.99,21.63,49613476.24,7606773.55,9.08,13.96,10,82.99,96.95,4,27.51,111393.84,Low,Hot case candidate threat side.,Will sell Mr middle memory.,4251.36,36.86
1037ef6f,"Morton, Brooks and Hernandez",Swaziland,2022,713.56,256.21,1509415.55,34.52,40735455.68,8431239.4,6.5,52.6,11,30.64,84.94,5,43.28,59804.03,Low,Theory quite reveal reason night painting agree role.,Character final simply.,4551.59,51.73
223b0cf2,Gilbert-King,Yemen,2016,1345.69,636.28,1550966.11,50.66,32950353.4,16322882.52,8.19,70.41,38,61.75,77.71,3,43.38,369604.3,Low,Huge spend deep gun price.,Six yard control.,1495.01,15.3
11f121d8,Hernandez PLC,Costa Rica,2023,900.63,229.87,3088886.66,53.16,41971873.25,10585163.97,6.11,45.58,1,9.62,83.99,4,38.19,253520.38,Low,Many method human standard many art.,Effort for business rich.,3554.26,95.28
2bf98a83,Montgomery Ltd,Isle of Man,2021,3294.51,217.93,4734116.58,90.32,44868897.03,12988908.01,6.11,30.72,34,8.01,73.63,2,34.28,492876.23,High,Man property race idea trouble.,Hospital decision decide certainly serious rock.,1702.19,22.55
824cbcd4,"Gates, Bentley and Wells",Kyrgyz Republic,2023,4623.04,248.99,1544953.89,80.68,16105311.07,18244237.77,9.54,75.9,20,21.36,79.19,4,29.27,189793.78,High,Focus activity during security we still yet into.,So option wonder step various.,1584.19,60.44
e4706e09,Richardson-Reyes,Tunisia,2020,3854.53,715.07,2849557.44,68.15,26376458.45,12875324.35,9.35,85.14,14,37.36,98.56,5,13.51,225891.75,Low,Protect fight within factor side usually.,Suffer series simply.,2575.7,55.13
2144eb3d,Smith-Reyes,Gambia,2019,3845.05,565.38,864717.09,64.42,45868254.83,16222110.95,9.32,98.23,11,9.41,71.77,5,35.9,397361.29,Low,Note tend house course.,Ready true hundred claim.,1660.81,78.65
e7a01800,"Wolfe, Watson and Jackson",United States of America,2020,2719.5,259.53,317559.85,89.86,23611048.3,15900123.96,6.59,2.9,46,9.06,76.44,3,49.98,233167.81,High,Arrive compare too some summer.,Hotel trade paper doctor indicate tough.,4302.56,91.69
4e5fc22d,"James, Johnson and Adams",Anguilla,2022,3870.66,61.26,4221430.32,62.91,27638370.21,17812382.33,7.85,31.61,19,62.14,90.22,3,34.23,124580.5,Low,Music such financial.,Rest here half right write research.,1569.45,68.75
19314852,King-Lee,Finland,2022,1207.07,728.92,1878023.09,63.41,29082323.59,8314352.0,1.59,73.32,22,61.96,73.83,5,25.8,186197.6,Medium,Local record when represent ask.,Few too account.,750.97,74.35
658e8c6d,Thompson and Sons,Kuwait,2019,4170.18,509.75,3704176.6,50.34,8097006.87,6294136.75,7.17,19.95,3,68.92,75.52,1,49.08,306254.73,Low,Example analysis keep fast.,Debate risk also professional then around.,974.35,42.16
